                                                                       07 Mar 2017 13:35:19
Place-INPE-CRN-To-Satellite-Scd2


Start Time (DD/MM/YYYY)     Stop Time (DD/MM/YYYY)    Duration (sec)    Max Elevation (deg)
07/03/2017 08:30:59.000          276.430             13.163    2058.232994
07/03/2017 08:31:00.000          276.366             13.254    2052.463335
07/03/2017 08:31:01.000          276.301             13.346    2046.697957
07/03/2017 08:31:02.000          276.236             13.437    2040.936903
07/03/2017 08:31:03.000          276.170             13.530    2035.180215
07/03/2017 08:31:04.000          276.104             13.622    2029.427935
07/03/2017 08:31:05.000          276.037             13.715    2023.680106
07/03/2017 08:31:06.000          275.970             13.808    2017.936772
07/03/2017 08:31:07.000          275.903             13.902    2012.197976
07/03/2017 08:31:08.000          275.835             13.996    2006.463763
07/03/2017 08:31:09.000          275.767             14.090    2000.734178
07/03/2017 08:31:10.000          275.698             14.185    1995.009266
07/03/2017 08:31:11.000          275.629             14.279    1989.289076
07/03/2017 08:31:12.000          275.559             14.375    1983.573647
07/03/2017 08:31:13.000          275.489             14.470    1977.863029
07/03/2017 08:31:14.000          275.419             14.566    1972.157270
07/03/2017 08:31:15.000          275.348             14.663    1966.456417
07/03/2017 08:31:16.000          275.276             14.760    1960.760518
07/03/2017 08:31:17.000          275.204             14.857    1955.069623
07/03/2017 08:31:18.000          275.132             14.954    1949.383779
07/03/2017 08:31:19.000          275.059             15.052    1943.703037
07/03/2017 08:31:20.000          274.985             15.150    1938.027447
07/03/2017 08:31:21.000          274.911             15.249    1932.357064
07/03/2017 08:31:22.000          274.837             15.348    1926.691930
07/03/2017 08:31:23.000          274.762             15.447    1921.032102
07/03/2017 08:31:24.000          274.686             15.547    1915.377632
07/03/2017 08:31:25.000          274.610             15.647    1909.728573
07/03/2017 08:31:26.000          274.534             15.748    1904.084978
07/03/2017 08:31:27.000          274.457             15.849    1898.446901
07/03/2017 08:31:28.000          274.379             15.950    1892.814398
07/03/2017 08:31:29.000          274.301             16.052    1887.187522
07/03/2017 08:31:30.000          274.222             16.154    1881.566334
07/03/2017 08:31:31.000          274.143             16.256    1875.950883
07/03/2017 08:31:32.000          274.063             16.359    1870.341228
07/03/2017 08:31:33.000          273.983             16.463    1864.737428
07/03/2017 08:31:34.000          273.902             16.566    1859.139541
07/03/2017 08:31:35.000          273.821             16.671    1853.547625
07/03/2017 08:31:36.000          273.739             16.775    1847.961740
07/03/2017 08:31:37.000          273.656             16.880    1842.381951
07/03/2017 08:31:38.000          273.573             16.985    1836.808310
07/03/2017 08:31:39.000          273.489             17.091    1831.240881
07/03/2017 08:31:40.000          273.404             17.198    1825.679728
07/03/2017 08:31:41.000          273.319             17.304    1820.124913
07/03/2017 08:31:42.000          273.234             17.411    1814.576499
07/03/2017 08:31:43.000          273.147             17.519    1809.034550
07/03/2017 08:31:44.000          273.061             17.627    1803.499136
07/03/2017 08:31:45.000          272.973             17.735    1797.970314
07/03/2017 08:31:46.000          272.885             17.844    1792.448153
07/03/2017 08:31:47.000          272.796             17.954    1786.932721
07/03/2017 08:31:48.000          272.706             18.063    1781.424085
07/03/2017 08:31:49.000          272.616             18.174    1775.922314
07/03/2017 08:31:50.000          272.525             18.284    1770.427477
07/03/2017 08:31:51.000          272.434             18.395    1764.939649
07/03/2017 08:31:52.000          272.342             18.507    1759.458890
07/03/2017 08:31:53.000          272.249             18.619    1753.985277
07/03/2017 08:31:54.000          272.155             18.731    1748.518882
07/03/2017 08:31:55.000          272.061             18.844    1743.059778
07/03/2017 08:31:56.000          271.966             18.958    1737.608043
07/03/2017 08:31:57.000          271.870             19.072    1732.163744
07/03/2017 08:31:58.000          271.774             19.186    1726.726959
07/03/2017 08:31:59.000          271.676             19.301    1721.297766
07/03/2017 08:32:00.000          271.578             19.416    1715.876241
07/03/2017 08:32:01.000          271.480             19.532    1710.462462
07/03/2017 08:32:02.000          271.380             19.649    1705.056512
07/03/2017 08:32:03.000          271.280             19.765    1699.658463
07/03/2017 08:32:04.000          271.179             19.883    1694.268399
07/03/2017 08:32:05.000          271.077             20.000    1688.886402
07/03/2017 08:32:06.000          270.974             20.119    1683.512554
07/03/2017 08:32:07.000          270.871             20.238    1678.146943
07/03/2017 08:32:08.000          270.766             20.357    1672.789644
07/03/2017 08:32:09.000          270.661             20.477    1667.440747
07/03/2017 08:32:10.000          270.555             20.597    1662.100338
07/03/2017 08:32:11.000          270.448             20.718    1656.768508
07/03/2017 08:32:12.000          270.341             20.839    1651.445336
07/03/2017 08:32:13.000          270.232             20.961    1646.130917
07/03/2017 08:32:14.000          270.123             21.083    1640.825339
07/03/2017 08:32:15.000          270.013             21.206    1635.528694
07/03/2017 08:32:16.000          269.901             21.330    1630.241078
07/03/2017 08:32:17.000          269.789             21.454    1624.962575
07/03/2017 08:32:18.000          269.676             21.578    1619.693285
07/03/2017 08:32:19.000          269.562             21.703    1614.433301
07/03/2017 08:32:20.000          269.447             21.829    1609.182725
07/03/2017 08:32:21.000          269.332             21.955    1603.941644
07/03/2017 08:32:22.000          269.215             22.081    1598.710162
07/03/2017 08:32:23.000          269.097             22.209    1593.488378
07/03/2017 08:32:24.000          268.978             22.336    1588.276397
07/03/2017 08:32:25.000          268.858             22.464    1583.074311
07/03/2017 08:32:26.000          268.738             22.593    1577.882228
07/03/2017 08:32:27.000          268.616             22.723    1572.700252
07/03/2017 08:32:28.000          268.493             22.853    1567.528492
07/03/2017 08:32:29.000          268.369             22.983    1562.367045
07/03/2017 08:32:30.000          268.244             23.114    1557.216023
07/03/2017 08:32:31.000          268.118             23.246    1552.075540
07/03/2017 08:32:32.000          267.991             23.378    1546.945695
07/03/2017 08:32:33.000          267.863             23.511    1541.826605
07/03/2017 08:32:34.000          267.734             23.644    1536.718382
07/03/2017 08:32:35.000          267.603             23.778    1531.621143
07/03/2017 08:32:36.000          267.472             23.912    1526.534995
07/03/2017 08:32:37.000          267.339             24.047    1521.460058
07/03/2017 08:32:38.000          267.205             24.183    1516.396452
07/03/2017 08:32:39.000          267.070             24.319    1511.344289
07/03/2017 08:32:40.000          266.934             24.456    1506.303693
07/03/2017 08:32:41.000          266.796             24.593    1501.274788
07/03/2017 08:32:42.000          266.658             24.731    1496.257689
07/03/2017 08:32:43.000          266.518             24.869    1491.252524
07/03/2017 08:32:44.000          266.377             25.008    1486.259422
07/03/2017 08:32:45.000          266.234             25.148    1481.278501
07/03/2017 08:32:46.000          266.090             25.288    1476.309894
07/03/2017 08:32:47.000          265.945             25.429    1471.353734
07/03/2017 08:32:48.000          265.799             25.570    1466.410143
07/03/2017 08:32:49.000          265.651             25.712    1461.479258
07/03/2017 08:32:50.000          265.502             25.855    1456.561217
07/03/2017 08:32:51.000          265.352             25.998    1451.656145
07/03/2017 08:32:52.000          265.200             26.142    1446.764184
07/03/2017 08:32:53.000          265.047             26.286    1441.885476
07/03/2017 08:32:54.000          264.892             26.431    1437.020152
07/03/2017 08:32:55.000          264.736             26.577    1432.168361
07/03/2017 08:32:56.000          264.579             26.723    1427.330237
07/03/2017 08:32:57.000          264.420             26.870    1422.505929
07/03/2017 08:32:58.000          264.260             27.017    1417.695585
07/03/2017 08:32:59.000          264.098             27.165    1412.899345
